Temp,pH,EC,Turbidity,,,,,,,,,,,,,
15.400000000000004,2.7929411764705887,0.9935294117647059,4.22,2368.141764705882,2131.0070588235294,104.25764705882355,1737.6982352941175,435.29647058823537,1375.1717647058822,1093.368823529412,6.1800000000000015,49.23000000000001,9.22,44.43352941176471,2.769411764705883,10.0
15.900000000000002,2.6433333333333335,1.0055555555555555,4.572222222222223,4042.0755555555565,3061.08,153.58111111111114,2312.9255555555555,360.54777777777775,1661.1766666666665,1111.1422222222225,6.18,49.230000000000004,7.549999999999999,41.462222222222216,2.09,10.0
16.100000000000005,2.531304347826087,1.011304347826087,3.289130434782609,2925.126956521739,2065.4404347826085,937.856086956522,2393.2456521739127,1383.448695652174,1111.1147826086956,991.227391304348,12.046521739130439,40.31826086956523,14.25,46.23000000000001,8.141739130434782,10.0
17.400000000000002,2.414615384615385,0.9807692307692307,4.339230769230769,2975.0346153846153,2101.1384615384613,868.9576923076921,2391.4938461538463,1293.412307692308,1113.4292307692306,989.8961538461537,11.330000000000002,40.30769230769231,14.25,46.23000000000001,7.562307692307693,10.0
17.5,2.388181818181818,1.0054545454545454,3.854545454545455,2970.7509090909093,2102.215454545454,863.6945454545454,2389.978181818182,1288.1963636363637,1113.79,990.6818181818181,11.33,40.27454545454546,14.25,46.23000000000001,7.3199999999999985,10.0
24.699999999999992,6.546249999999998,1.29375,3.86875,2458.4606249999997,973.8256249999998,2057.95625,1992.2743750000004,2002.710625,825.2887499999999,1177.291875,114.35999999999996,37.32000000000001,28.509999999999994,64.39,33.415000000000006,5.0
25.0,6.432307692307693,1.2915384615384615,3.8776923076923073,2459.175384615385,975.1407692307691,2057.0615384615385,1991.2369230769227,2001.3569230769233,825.0853846153843,1177.1015384615387,114.35999999999997,37.32,28.509999999999994,64.39,33.400000000000006,5.0
24.699999999999992,6.418461538461539,1.2946153846153845,3.9446153846153846,2329.774615384616,932.4292307692308,2101.308461538462,2062.796153846154,2032.1915384615388,819.4553846153847,1094.6615384615384,107.15000000000002,34.94,26.829999999999988,60.26999999999999,30.582307692307683,5.0
24.699999999999996,6.362500000000001,1.28625,3.95,2828.5025,2267.2362500000004,150.49,2010.85875,683.64625,1325.63125,1070.155,8.626249999999999,48.43,8.285,41.792500000000004,2.615,5.0
24.300000000000008,6.315454545454545,1.291818181818182,3.9472727272727273,3574.8600000000006,2592.8536363636363,207.33999999999997,2548.302727272728,686.3381818181817,1435.8381818181817,1103.685454545455,8.333636363636362,49.948181818181816,8.767272727272728,45.40999999999999,3.14,5.0
27.300000000000008,6.216666666666665,1.2366666666666672,3.894999999999999,2875.629444444445,2608.4622222222224,151.9711111111111,1894.2111111111108,441.5311111111112,1663.4355555555555,1215.5372222222222,20.266666666666666,54.478888888888896,12.67333333333334,51.09166666666667,9.997222222222224,6.0
27.199999999999992,6.593636363636364,1.2272727272727273,3.8936363636363636,2977.2727272727275,2302.181818181818,156.56363636363633,1835.7445454545452,582.8609090909091,1462.442727272727,1399.1,60.78999999999999,55.220909090909075,16.31181818181818,55.08636363636363,11.510000000000003,6.0
26.800000000000008,6.31923076923077,1.233076923076923,3.8961538461538465,2396.9123076923083,1303.9592307692305,1740.229230769231,1966.2584615384621,1915.426153846154,868.9961538461539,1635.7730769230768,190.92692307692312,59.54999999999999,41.542307692307695,90.24153846153847,44.99230769230769,6.0
26.600000000000005,6.314615384615385,1.1969230769230768,3.8169230769230773,2480.1469230769235,1140.4153846153845,1858.6453846153845,1993.9361538461537,1954.2969230769233,853.3615384615384,1288.2046153846154,114.75615384615382,52.399999999999984,35.22000000000001,70.23384615384614,35.57999999999999,6.0
27.699999999999992,6.227499999999999,1.155,3.849166666666667,2315.1916666666666,2027.380833333333,180.67333333333332,1528.9366666666665,441.3625,1264.4008333333331,1149.6533333333334,14.24833333333333,54.79,11.88,47.47,4.45,6.0
36.0,6.281875,1.2406249999999999,3.695,2995.2143749999996,1858.22125,415.92625,2017.7443749999995,1436.6087500000003,1151.8118750000003,1112.9850000000004,17.390000000000004,54.78999999999999,20.016250000000003,52.01,6.148750000000001,7.0
34.699999999999996,6.1499999999999995,1.2416666666666665,3.8183333333333334,2646.4733333333334,1827.2733333333333,339.6166666666667,1941.3400000000001,1217.6000000000001,1178.29,1106.743333333333,15.450000000000001,53.99,17.61,50.49666666666667,4.536666666666667,7.0
34.0,6.129999999999999,1.2406666666666666,3.822666666666666,2672.1766666666667,1867.574,322.3760000000001,1918.8773333333334,1158.062666666667,1184.2813333333331,1094.5366666666669,14.625999999999996,53.35800000000002,16.826000000000004,49.80599999999999,4.536666666666665,7.0
33.6,6.275000000000001,1.2,3.7699999999999996,2493.4349999999995,1222.0066666666664,2003.3133333333333,2093.7850000000003,1939.4166666666667,873.895,1207.03,92.73,41.553333333333335,28.790000000000003,64.94000000000001,31.74,7.0
33.6,6.182499999999999,1.1874999999999998,3.7699999999999996,2446.80375,1973.8950000000002,759.11625,2286.21375,1203.78625,1043.02625,1108.57125,16.09375,49.22875,16.035000000000004,54.385,7.45375,7.0
