Temp,pH,EC,Turbidity,,,,,,,,,,,,,
21.6,6.694545455,1.188181818,4.164545455,2671.090909,2236.606364,80.26,1612.970909,272.8909091,1379.837273,958.9509091,7.21,41.29,5.87,37.15,2.09,1
21.7,6.682857143,1.197857143,4.169285714,2692.076429,2363.334286,87.82357143,1953.831429,260.5564286,1400.166429,985.9564286,7.21,41.28928571,5.87,37.03142857,2.09,1
21.6,6.7175,1.186666667,4.196666667,2995.9875,1924.56,803.2391667,2432.81,1959.68,1091.6525,1019.5675,19.58,47.64,22.01,49.87583333,12.82,1
18.7,6.678181818,1.260909091,4.202727273,2208.282727,2099.305455,85.83272727,2054.794545,306.5,1220.863636,1233.926364,9.27,51.61,9.22,51.10545455,2.09,1
21.2,6.8475,1.205,4.176666667,3152.498333,1054.6725,547.645,1661.348333,2014.5,1134.155,982.185,22.21666667,49.925,27.9025,53.43083333,21.21416667,1
21.2,6.825454545,1.209090909,4.16,2385.083636,335.68,1213.948182,1496.944545,1830.779091,883.7436364,996.8145455,106.7236364,44.82,31.04545455,57.98545455,34.09181818,1
20.7,6.956666667,1.202222222,4.273333333,2468.793333,1950.462222,390.7677778,2287.461111,740.1822222,1096.848889,1059.038889,10.3,44.37222222,12.58,48.71,4.421111111,1
20.8,6.81,1.186666667,4.24,2519.14,2131.193333,112.775,1708.93,329.0133333,1275.54,982.1866667,8.24,42.08,8.39,41.14166667,2.615,1
15.1,7.775,0.492222222,4.522777778,3592.263889,2916.203333,501.3077778,2654.330556,938.2044444,1763.394444,1263.955,63.53666667,52.4,15.09,63.33944444,16.74,0
14.9,7.866,0.498,4.526,2930.986,1699.576,2455.252,2588.347333,2429.104667,1155.679333,1458.137333,114.36,47.798,31.03,79.25,38.72,0
16.2,7.9,0.488181818,4.53,3003.469091,1928.244545,1424.796364,2581.814545,2169.432727,1190.731818,1342.455455,83.54818182,57.31272727,29.95818182,69.79818182,27.20727273,0
16.4,8.281176471,0.542352941,4.424117647,5019.424118,2120.516471,1809.472353,2841.72,2942.168235,1796.578235,1156.318235,93.3,52.63,28.39,63.48117647,27.47,0
16.4,8.15125,0.53,4.43875,3430.095,1394.62,861.2375,1982.21875,2369.95,1410.7625,1157.10875,83.05,54.08375,29.22,63.53,25.35,0
16.8,8.089,0.536,4.44,3388.436,1461.762,826.522,2024.829,2415.659,1454.954,1128.416,83.05,54.18,29.304,62.7,26.41,0
30.3,6.218,1.15,4.146666667,2505.482667,1018.238667,714.5833333,1608.687333,1825.224667,1063.186,864.0346667,41.90266667,39.48,22.54,44.31,16.9,2
30.4,6.2,1.137222222,4.144444444,2861.661111,1101.005,642.8044444,1635.638889,1877.709444,1122.389444,906.2283333,37.59388889,43.35,24.07166667,45.98,16.9,2
28.7,6.19375,1.1475,4.16375,2086.425,769.54,575.1275,1242.125,1629.97625,854.935,871.2025,41.7825,41.8,23.275,44.31,16.9,2
25.7,6.4,1.1375,4.425,2673.4725,2170.74,118.2508333,1609.954167,395.8208333,1397.403333,945.6916667,13.39,41.15666667,8.666666667,39.0775,2.1775,2
26.2,6.28,1.1025,4.245,2696.69,1684.55875,2154.44875,2228.07,2071.5275,961.84625,1133.0575,44.17125,27.69125,19.29,58.405,26.29125,2
26.2,6.25,1.098,4.228,2679.592,959.334,2196.864,2131.072,2073.938,849.78,992.958,114.36,23.82,22.64,55.146,28.25,2
31.1,6.281764706,1.269411765,3.961764706,2236.485882,1966.167059,143.5364706,1855.119412,363.0229412,1180.175294,1186.267059,12.36,52.77647059,10.20823529,45.41,3.448823529,3
30.9,6.26,1.261111111,4.044444444,2477.691111,1193.927778,1949.498889,1951.362222,1897.28,837.01,1308.627778,113.33,42.08,31.03,70.26222222,34.53,3
30.1,6.266363636,1.205454545,3.889090909,2367.080909,824.5581818,1957.933636,1934.589091,1920.832727,764.5590909,1269.450909,130.85,42.08,32.47090909,69.64818182,36.52545455,3
31.4,6.243333333,1.17,3.89,2364.908889,825.61,1957.552222,1934.678889,1919.051111,763.75,1269.483333,130.85,42.08,32.04666667,69.35,36.15777778,3
36.6,6.73,1.25,3.72,2844.35,2317.07,464.83,2488.56,925.26,1344.94,1020.37,9.27,46.05,10.9,46.23,3.14,4
36.39999999999999,6.543999999999998,1.2273333333333336,3.8860000000000006,3152.8126666666667,2469.1653333333334,355.81466666666677,2702.8286666666672,882.3253333333329,1350.3,1042.140666666667,9.27,47.63999999999999,11.740000000000002,47.05999999999999,3.14,4.0
34.5,6.616428571428571,1.2092857142857145,3.9221428571428567,2932.5635714285713,2417.9942857142855,219.1192857142857,2425.5214285714287,548.3792857142859,1379.4557142857143,892.1192857142856,21.639999999999993,37.32,10.06,37.80214285714286,5.230000000000002,4.0
34.10000000000001,6.537647058823527,1.2070588235294115,3.9694117647058826,2739.8364705882345,2334.0935294117644,189.6958823529412,2080.4323529411763,455.6235294117647,1338.245294117647,827.8970588235294,10.3,33.02058823529413,7.352352941176469,32.634117647058815,3.14,4.0
