25.9,6.286666667,1.14,4.196666667,2519.396667,1103.994444,227.3233333,1245.726667,1488.811111,1045.817778,929.1888889,26.31666667,47.22,24.21,45.98,12.68,2
25.6,6.262,1.132,4.212,2700.21,1028.062,464.85,1460.846,1760.286,1016.45,1032.652,52.91,49.848,27.55,52.502,21.13,2
25.6,6.241428571,1.132857143,4.208571429,2689.887143,1031.024286,465.5457143,1464.014286,1758.877143,1015.098571,1030.54,52.58428571,49.54,27.55,52.19,21.13,2
25.1,6.2425,1.14125,4.20125,2656.67375,1038.76,475.98125,1489.7925,1749.0775,1004.7275,1035.55875,53.32,49.54,27.55,52.67,21.26125,2
31.2,6.599411765,1.288235294,4.085882353,2930.472353,1141.429412,535.1229412,1613.987647,1936.604706,1083.821765,980.2364706,38.96,47.99,25.97882353,49.36941176,19.01,3
31.3,6.56,1.289444444,4.052222222,2758,1085.206111,532.3366667,1571.421667,1892.203889,1025.292222,994.3677778,42.04,47.94722222,26.62666667,50.99,20.07,3
30.8,6.443333333,1.237777778,3.982222222,3130.208889,1254.614444,552.5866667,1738.207778,2017.288889,1166.858889,884.9122222,20.51,44.12,22.54,43.47,12.68,3
30.2,6.43,1.241428571,3.975714286,3159.982857,1256.707143,547.1342857,1737.481429,2013.857143,1167.205714,884.9814286,19.48,44.12,22.06571429,43.47,11.77142857,3
32.4,6.808461538,1.28,4.036153846,4019.005385,1737.153077,1475.942308,2474.806154,2366.57,1420.290769,869.6353846,35.89,41.74,21.77384615,43.85769231,15.60538462,4
31.4,6.79,1.278,4.048,4010.918,1727.872,1471.218,2464.95,2360.578,1413.176,868.4,35.272,41.8,21.71,43.47,14.79,4
31.3,6.757272727,1.263636364,4.239090909,2805.303636,1272.149091,310.2163636,1379.57,1534.374545,1149.674545,999.1181818,12.39363636,50.1,21.71,49.16909091,7.679090909,4
30.4,6.715,1.282,4.273,2810.787,1268.036,315.94,1385.988,1550.107,1144.526,994.602,12.3,49.54,21.71,48.49,7.39,4
15.9,2.7625,0.96,3.694166667,2365.585833,666.7733333,1063.6275,1543.710833,1845.229167,922.8283333,884.2383333,50.24,41.02,24.21,47.65,20.07,10
15.6,2.655,1.006666667,4.175,2381.295,667.7333333,1065.47,1547.275,1851.026667,924.4033333,885.03,50.24,41.02,24.21,47.65,20.07,10
15.9,2.611428571,0.987142857,3.314285714,2388.977143,668.2514286,1067.128571,1550.264286,1854.687143,926.1885714,885.73,50.24,40.91,24.45,47.65,20.07,10
